Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
Male,12.9,No,Rural,83.3,Secondary,79.3
Female,13.6,Yes,Urban,77.7,Tertiary,94.1
Male,8.1,No,Rural,56,Primary,44.7
Female,13,Yes,Rural,72.8,Tertiary,85
Female,10.2,No,Urban,94.3,Secondary,75.3
Female,4.2,Yes,Urban,73.8,Tertiary,62.4
Male,11.1,No,Urban,67.9,Tertiary,68.6
Male,12.4,Yes,Rural,85.8,None,92.1
Female,16,No,Urban,50.8,Secondary,86.5
Male,8.2,No,Urban,87.3,Primary,62.1
Male,16,No,Urban,88.5,Secondary,93.9
Male,9.6,No,Urban,95.3,Secondary,81.5
Female,11,No,Rural,99.5,Primary,80.8
Female,16,No,Rural,78.7,Secondary,87.2
Female,8.8,Yes,Rural,58.4,Primary,70.2
Female,7.5,No,Urban,95,Tertiary,61.3
Male,5.5,No,Rural,54.4,Tertiary,39.7
Male,9.5,Yes,Urban,57,Secondary,72.6
Female,6,No,Urban,93.2,Primary,47.9
Female,10.4,No,Urban,80.1,Secondary,73.1
Female,8.8,Yes,Urban,78.5,Secondary,83.5
Female,16,Yes,Urban,53.4,Secondary,95.1
Female,16,Yes,Rural,67.8,Secondary,99.3
Female,16,Yes,Rural,50.6,Tertiary,100
Female,8.8,No,Urban,99.6,None,73.1
Female,15.8,No,Rural,67.2,Primary,92.5
Female,6.4,No,Urban,90,Secondary,59
Male,3.9,No,Rural,85.1,Secondary,37
Female,5,No,Urban,78.5,None,34.6
Female,13.8,No,Urban,83.6,Tertiary,83.5
Male,16,Yes,Urban,55.8,Primary,90.8
Male,13.7,Yes,Urban,77.6,None,99.1
Female,12.1,No,Rural,65,Secondary,67.2
Male,10.1,No,Rural,78.6,Primary,66.9
Male,8.4,No,Rural,63.6,None,53
Female,8,No,Urban,55.3,None,48.7
Male,7.9,Yes,Rural,56.3,Secondary,75.1
Male,12.9,Yes,Urban,56.8,Secondary,94.3
Female,7.5,Yes,Urban,90,Secondary,67.4
Female,9.5,No,Urban,78.6,Secondary,74.4
Female,16,No,Rural,78.6,Tertiary,91.3
Male,8.4,No,Rural,62.8,Secondary,52.1
Male,10.5,Yes,Rural,91.2,Secondary,92.4
Male,11.7,Yes,Urban,65.6,Secondary,78.9
Male,12.2,No,Rural,66.3,Tertiary,68.7
Female,9.5,Yes,Urban,51.9,Tertiary,79.5
Female,8.9,No,Rural,70.7,Tertiary,67.5
Male,13.3,Yes,Rural,70.7,Primary,86.3
Male,8.4,Yes,Rural,74.6,None,73.8
Female,13.2,No,Rural,63.5,None,72.2
Male,11.7,No,Urban,58.1,Secondary,59.8
Male,11.3,No,Rural,72.7,Tertiary,66.4
Male,5.6,No,Urban,65.9,Tertiary,54.6
Male,5.6,No,Rural,68.6,Secondary,55.6
Female,6,No,Urban,61.7,None,58.4
Male,10,No,Urban,64.9,Secondary,58.8
Male,12.6,Yes,Rural,69.3,Secondary,93.1
Female,14.7,Yes,Rural,83.2,Secondary,94.8
Female,9.4,No,Urban,82.3,Tertiary,71.9
Male,11,No,Urban,96.2,Primary,71.8
Male,8.3,No,Urban,99.6,Tertiary,68
Female,7.3,No,Rural,99.2,Secondary,58.7
Male,3.8,No,Urban,96.5,Tertiary,53
Female,8.2,Yes,Urban,79.5,Secondary,76.7
Male,13.4,No,Urban,56.7,Tertiary,77.7
Male,12.3,Yes,Rural,60.2,Secondary,84.6
Female,12,No,Rural,98.9,Secondary,83.2
Male,12.7,Yes,Urban,66.4,Primary,85.1
Female,11.1,No,Rural,67,Primary,67.4
Male,14,Yes,Urban,76.5,Primary,96.2
Male,12.3,No,Urban,50.2,Secondary,65.3
Female,11.9,Yes,Urban,77.6,None,90
Female,7.1,Yes,Urban,57.5,Tertiary,77.4
Male,7,No,Urban,72.2,Secondary,58.5
Female,4.9,No,Urban,54.3,Secondary,45.7
Male,13.9,No,Rural,59.3,Tertiary,69.6
Male,12.9,Yes,Urban,68.8,Tertiary,98.4
Male,12.5,No,Rural,76.3,Secondary,64.2
Female,8.6,Yes,Urban,81.5,Secondary,73.1
Male,8.9,Yes,Urban,98.4,Secondary,84.7
Female,13.7,No,Rural,55.3,Secondary,75.5
Male,10.6,Yes,Rural,55.4,None,79.7
Female,13.4,Yes,Urban,50.1,Tertiary,85.4
Female,12.3,Yes,Rural,63.9,Secondary,93.9
Female,11.3,Yes,Urban,90.1,Primary,91.5
Male,5.6,No,Urban,83.4,Primary,51.2
Female,10.5,No,Rural,90.9,Secondary,84
Female,10.5,No,Urban,99.2,Secondary,83.6
Male,16,Yes,Urban,96.5,Primary,100
Female,10.3,No,Urban,84.9,None,67.3
Female,13.9,No,Rural,51.1,None,65.1
Male,8.9,No,Rural,53.2,Secondary,51.7
Female,1.9,No,Urban,99.5,Secondary,37.9
Female,9,Yes,Urban,71,Tertiary,85.5
Male,13.4,No,Urban,90.4,Secondary,83
Male,6.1,Yes,Rural,77.1,Primary,63.1
Female,10.2,No,Urban,96.6,Secondary,72.4
Male,10.7,Yes,Urban,86.8,Tertiary,94.6
Male,13.5,Yes,Urban,79,None,87.7
Male,10.9,No,Rural,70.3,Secondary,69.3
Male,4.2,No,Rural,73.5,Secondary,34.2
Male,5.2,Yes,Rural,51.2,None,50.7
Male,14,No,Urban,60.5,Secondary,70.6
Female,7.1,No,Urban,98.2,Primary,62.8
Male,9.6,No,Rural,69.7,Secondary,67.2
Male,11.7,Yes,Urban,54.7,Tertiary,79.3
Female,16,No,Urban,69.7,Tertiary,88.2
Male,14.3,Yes,Rural,56.3,Primary,84.6
Female,15,No,Rural,93.1,Secondary,85.8
Female,3.5,Yes,Urban,94.1,Secondary,69.8
Female,9.2,No,Urban,95.2,Primary,69.7
Female,5.5,No,Rural,51.1,Primary,44
Female,9.7,No,Urban,91.6,Secondary,72.8
Male,11.5,No,Urban,69.1,None,73.3
Female,12,Yes,Urban,58.8,Primary,87.2
Female,11.9,No,Urban,61.7,Secondary,67.6
Male,16,No,Urban,73.4,None,85.4
Male,11.9,Yes,Urban,64.6,Tertiary,85.6
Female,9,No,Urban,93.4,Tertiary,71.6
Male,13.9,No,Rural,56.2,Secondary,78.8
Male,5.5,No,Urban,78.7,Secondary,57.6
Female,9.1,Yes,Urban,66.1,Secondary,84
Female,16,No,Urban,55.9,Tertiary,87.8
Male,14.9,No,Urban,61.1,Primary,64.5
Male,6.8,No,Rural,80.8,Secondary,60.7
Male,16,Yes,Rural,90,None,100
Female,7.6,Yes,Urban,80.4,Tertiary,82
Female,12.7,Yes,Urban,78.8,Secondary,92.9
Male,16,No,Urban,72.8,Secondary,87
Male,8.9,No,Urban,74.3,Tertiary,71.3
Male,0,No,Rural,65.6,Secondary,23.4
Female,13.2,Yes,Rural,77.5,Secondary,97.2
Female,3.1,No,Rural,82.4,Secondary,44.8
Female,6.6,No,Urban,75.1,Tertiary,58.8
Female,9,No,Urban,57.4,Secondary,59.3
Male,10,Yes,Urban,89.6,Tertiary,99.1
Male,6.6,No,Rural,91.2,Tertiary,52.3
Female,2.9,Yes,Urban,92,Secondary,66.4
Female,10.1,Yes,Urban,63.9,Secondary,84
Male,14.7,No,Urban,88.6,Tertiary,90.3
Male,16,No,Urban,85.3,Secondary,93.1
Male,12.5,No,Rural,67.2,Tertiary,74.2
Female,9.4,No,Urban,90.9,Secondary,78.1
Male,5.1,No,Rural,80.6,None,47
Male,14.3,No,Urban,82.4,Tertiary,90.6
Male,13.2,Yes,Rural,67.2,None,94.4
Male,13.6,No,Urban,61.6,Secondary,79.3
Male,7.7,Yes,Urban,93.6,Secondary,71.8
Female,7.6,Yes,Urban,60.1,Tertiary,79.5
Female,13.4,Yes,Urban,75.9,Primary,98.7
Female,13.4,No,Urban,51,Primary,73.1
Female,13.3,No,Rural,63.9,Secondary,81.6
Female,16,Yes,Rural,50.6,Tertiary,96.6
Male,5,Yes,Urban,52.7,None,52.4
Male,10.5,No,Rural,67.2,Tertiary,62.2
Male,14.8,No,Urban,77.6,Secondary,79.9
Male,12.5,Yes,Rural,89.8,Tertiary,100
Female,16,Yes,Urban,90.2,Primary,100
Female,13,Yes,Rural,53,Tertiary,92.3
Female,7.7,No,Urban,98.6,Tertiary,76.3
Female,9.2,No,Urban,87.8,Tertiary,70.6
Female,16,Yes,Rural,99.3,Tertiary,100
Male,12.3,No,Rural,54.1,Secondary,65.9
Male,8.4,No,Urban,54.4,Secondary,53.3
Male,11.7,No,Rural,75.2,Secondary,75.6
Female,12,No,Urban,70,Primary,71.1
Male,14.9,No,Rural,98.1,Secondary,89.2
Male,5.9,No,Rural,65.2,Secondary,54.2
Female,8.1,No,Urban,67.7,Secondary,59.5
Female,10.6,No,Rural,50.8,Primary,60.4
Male,7.3,Yes,Rural,95.7,Tertiary,76.7
Female,14,Yes,Urban,87.1,Primary,100
Male,7.1,No,Rural,62.1,None,51
Female,6.3,Yes,Rural,73.1,Tertiary,68.2
Female,7.4,No,Urban,56.3,Secondary,50.1
Female,16,No,Urban,57.1,Secondary,85.8
Male,14.2,No,Urban,84.3,Tertiary,78.7
Female,12.4,No,Rural,71.1,Secondary,76.9
Male,11.3,Yes,Urban,79.5,Secondary,93.5
Male,3.7,Yes,Urban,50.7,Tertiary,53.8
Female,0,No,Rural,72.7,Tertiary,25.4
Male,4,No,Urban,62.2,Tertiary,40.3
Male,7.8,No,Rural,79.6,Primary,62
